"79";"5455083";"Wyke";"wyke";"11776854"
"79";"5455084";"Wye";"wye";"2646841"
"79";"5455085";"Wyddial";"wyddial";"2633461"
"79";"5455086";"Wycliffe";"wycliffe";"2633463"
"79";"5455087";"Wyck Rissington";"wyck rissington";"2633464"
"79";"5455088";"Wych Cross";"wych cross";"8630036"
"79";"5455089";"Wybunbury";"wybunbury";"2633466"
"79";"5455090";"Wyberton";"wyberton";"2637699"
"79";"5455091";"Wroxton";"wroxton";"2633471"
"79";"5455092";"Wroxham";"wroxham";"2633472"
"79";"5455093";"Wroxeter";"wroxeter";"2633473"
"79";"5455094";"Wroxall";"wroxall";"10104836"
"79";"5455095";"Wroxall";"wroxall";"10376283"
"79";"5455096";"Wroughton";"wroughton";"2633476"
"79";"5455097";"Wrotham";"wrotham";"2633478"
"79";"5455098";"Wroot";"wroot";"2633479"
"79";"5455099";"Wrockwardine";"wrockwardine";"2657666"
"79";"5455100";"Writtle";"writtle";"2633481"
"79";"5455101";"Wrington";"wrington";"2643400"
"79";"5455102";"Wrinehill";"wrinehill";"2655802"
"79";"5455103";"Wrexham";"wrexham";"2633485"
"79";"5455104";"Wrestlingworth";"wrestlingworth";"2652685"
"79";"5455105";"Wressell";"wressell";"2633487"
"79";"5455106";"Wrentham";"wrentham";"2633488"
"79";"5455107";"Wrenbury";"wrenbury";"2633489"
"79";"5455108";"Wrecclesham";"wrecclesham";"10104850"
"79";"5455109";"Wreay";"wreay";"2654679"
"79";"5455110";"Wrea Green";"wrea green";"2633495"
"79";"5455111";"Wray";"wray";"2646965"
"79";"5455112";"Wraxall";"wraxall";"2654608"
"79";"5455113";"Wrawby";"wrawby";"2633499"
"79";"5455114";"Wrangle";"wrangle";"2633501"
"79";"5455115";"Wrangaton";"wrangaton";"2635226"
"79";"5455116";"Wramplingham";"wramplingham";"2633503"
"79";"5455117";"Wragby";"wragby";"2633504"
"79";"5455118";"Wrafton";"wrafton";"2653115"
"79";"5455119";"Wrabness";"wrabness";"2633506"
"79";"5455120";"Wouldham";"wouldham";"2633508"
"79";"5455121";"Wotton Underwood";"wotton underwood";"2633510"
"79";"5455122";"Wotton-under-Edge";"wotton-under-edge";"2633511"
"79";"5455123";"Wotton";"wotton";"10377317"
"79";"5455124";"Worton";"worton";"11593300"
"79";"5455125";"Wortley";"wortley";"2633514"
"79";"5455126";"Worting";"worting";"11550605"
"79";"5455127";"Worth Matravers";"worth matravers";"2633518"
"79";"5455128";"Worthington";"worthington";"2633519"
"79";"5455129";"Worthing";"worthing";"12253626"
"79";"5455130";"Worthing";"worthing";"10377324"
"79";"5455131";"Worthenbury";"worthenbury";"2633522"
"79";"5455132";"Worthen";"worthen";"2656860"
"79";"5455133";"Wortham";"wortham";"2633524"
"79";"5455134";"Worth";"worth";"12225478"
"79";"5455135";"Worth";"worth";"10377324"
"79";"5455136";"Worsthorne";"worsthorne";"2633527"
"79";"5455137";"Worstead";"worstead";"2633528"
"79";"5455138";"Worsley";"worsley";"11550986"
"79";"5455139";"Worsbrough Bridge";"worsbrough bridge";"6255145"
"79";"5455140";"Worsborough";"worsborough";"8593757"
"79";"5455141";"Worplesdon";"worplesdon";"10376314"
"79";"5455142";"Wormshill";"wormshill";"2633533"
"79";"5455143";"Wormley";"wormley";"12047678"
"79";"5455144";"Wormleighton";"wormleighton";"2633536"
"79";"5455145";"Wormit";"wormit";"12225473"
"79";"5455146";"Wormington";"wormington";"2650800"
"79";"5455147";"Worminghall";"worminghall";"2633540"
"79";"5455148";"Wormingford";"wormingford";"2633541"
"79";"5455149";"Wormegay";"wormegay";"2633542"
"79";"5455150";"Worlingworth";"worlingworth";"2633544"
"79";"5455151";"Worlington";"worlington";"2633545"
"79";"5455152";"Worlingham";"worlingham";"2633546"
"79";"5455153";"Worleston";"worleston";"2633547"
"79";"5455154";"Worle";"worle";"2635157"
"79";"5455155";"Worlaby";"worlaby";"11000569"
"79";"5455156";"Worlaby";"worlaby";"10345354"
"79";"5455157";"Worksop";"worksop";"2650346"
"79";"5455158";"Workington";"workington";"11203823"
"79";"5455159";"Worfield";"worfield";"2637068"
"79";"5455160";"Wordwell";"wordwell";"2633557"
"79";"5455161";"Wordsley";"wordsley";"2657361"
"79";"5455162";"Worcester Park";"worcester park";"2636494"
"79";"5455163";"Worcester";"worcester";"12212349"
"79";"5455164";"Wootton Wawen";"wootton wawen";"2633565"
"79";"5455165";"Wootton Rivers";"wootton rivers";"2633566"
"79";"5455166";"Wootton Glanville";"wootton glanville";"2633567"
"79";"5455167";"Wootton Fitzpaine";"wootton fitzpaine";"2633568"
"79";"5455168";"Wootton Bridge";"wootton bridge";"2633570"
"79";"5455169";"Royal Wootton Bassett";"royal wootton bassett";"2633571"
"79";"5455170";"Wootton";"wootton";"11000569"
"79";"5455171";"Wootton";"wootton";"11919597"
"79";"5455172";"Wootton";"wootton";"11887919"
"79";"5455173";"Wootton";"wootton";"11790590"
"79";"5455174";"Wootton";"wootton";"11592767"
"79";"5455175";"Wootton";"wootton";"12225478"
"79";"5455176";"Wootton";"wootton";"10376283"
"79";"5455177";"Wooton Saint Lawrence";"wooton saint lawrence";"11593376"
"79";"5455178";"Woore";"woore";"2640272"
"79";"5455179";"Wooperton";"wooperton";"2633581"
"79";"5455180";"Woonton";"woonton";"2657457"
"79";"5455181";"Woolwich";"woolwich";"12048152"
"79";"5455182";"Woolverton";"woolverton";"2633584"
"79";"5455183";"Woolverstone";"woolverstone";"2633585"
"79";"5455184";"Woolton";"woolton";"11902915"
"79";"5455185";"Woolstone";"woolstone";"11550987"
"79";"5455186";"Woolstone";"woolstone";"10377069"
"79";"5455187";"Woolstone";"woolstone";"11592767"
"79";"5455188";"Woolston";"woolston";"11592607"
"79";"5455189";"Woolsthorpe by Belvoir";"woolsthorpe by belvoir";"2655927"
"79";"5455190";"Woolstaston";"woolstaston";"2633593"
"79";"5455191";"Woolpit";"woolpit";"2633595"
"79";"5455192";"Woolley";"woolley";"6693735"
"79";"5455193";"Woolland";"woolland";"2633600"
"79";"5455194";"Woolhope";"woolhope";"8581459"
"79";"5455195";"Woolfardisworthy";"woolfardisworthy";"2633603"
"79";"5455196";"Woolfardisworthy";"woolfardisworthy";"11594835"
"79";"5455197";"Wooler";"wooler";"2633606"
"79";"5455198";"Woolaston";"woolaston";"2633607"
"79";"5455199";"Woolacombe";"woolacombe";"2642174"
"79";"5455200";"Wool";"wool";"2655078"
"79";"5455201";"Wookey";"wookey";"2647087"
"79";"5455202";"Woofferton";"woofferton";"2633611"
"79";"5455203";"Wood Walton";"wood walton";"2633614"
"79";"5455204";"Woodville";"woodville";"2633615"
"79";"5455205";"Woodton";"woodton";"2633617"
"79";"5455206";"Woodstock";"woodstock";"2633618"
"79";"5455207";"Woodside";"woodside";"12196311"
"79";"5455208";"Woodside";"woodside";"11903566"
"79";"5455209";"Woodside";"woodside";"2657361"
"79";"5455210";"Woodsford";"woodsford";"2633623"
"79";"5455211";"Woodsetts";"woodsetts";"2633624"
"79";"5455212";"Woodseats";"woodseats";"12047893"
"79";"5455213";"Woodrising";"woodrising";"2637469"
"79";"5455214";"Woodplumpton";"woodplumpton";"2633627"
"79";"5455215";"Wood Norton";"wood norton";"2633628"
"79";"5455216";"Woodnewton";"woodnewton";"2633630"
"79";"5455217";"Woodmancote";"woodmancote";"10377733"
"79";"5455218";"Woodley";"woodley";"11551046"
"79";"5455219";"Woodley";"woodley";"2633708"
"79";"5455220";"Woodlesford";"woodlesford";"2636394"
"79";"5455221";"Woodleigh";"woodleigh";"2650513"
"79";"5455222";"Woodland";"woodland";"11593308"
"79";"5455223";"Woodland";"woodland";"12195558"
"79";"5455224";"Woodhurst";"woodhurst";"2633638"
"79";"5455225";"Woodhouse Mill";"woodhouse mill";"2636447"
"79";"5455226";"Woodhouse";"woodhouse";"12047893"
"79";"5455227";"Woodhouse";"woodhouse";"12195848"
"79";"5455228";"Woodhorn";"woodhorn";"2641718"
"79";"5455229";"Woodham Mortimer";"woodham mortimer";"2633647"
"79";"5455230";"Woodham Ferrers";"woodham ferrers";"2655718"
"79";"5455231";"Woodham";"woodham";"11593308"
"79";"5455232";"Woodhall Spa";"woodhall spa";"2645227"
"79";"5455233";"Wood Green";"wood green";"12048409"
"79";"5455234";"Woodford Green";"woodford green";"12048340"
"79";"5455235";"Woodford";"woodford";"11551046"
"79";"5455236";"Woodford";"woodford";"11887919"
"79";"5455237";"Woodford";"woodford";"12048435"
"79";"5455238";"Woodford";"woodford";"11593300"
"79";"5455239";"Wood Dalling";"wood dalling";"2633662"
"79";"5455240";"Woodcott";"woodcott";"2644387"
"79";"5455241";"Woodcote";"woodcote";"6640066"
"79";"5455242";"Woodchurch";"woodchurch";"11669840"
"79";"5455243";"Woodchurch";"woodchurch";"12225478"
"79";"5455244";"Woodchester";"woodchester";"2633667"
"79";"5455245";"Woodburn";"woodburn";"6692247"
"79";"5455246";"Woodbridge";"woodbridge";"2633671"
"79";"5455247";"Woodborough";"woodborough";"11592592"
"79";"5455248";"Woodborough";"woodborough";"11593300"
"79";"5455249";"Wooburn";"wooburn";"12217157"
"79";"5455250";"Wonston";"wonston";"2654346"
"79";"5455251";"Wonersh";"wonersh";"11593388"
"79";"5455252";"Wonastow";"wonastow";"2651652"
"79";"5455253";"Womersley";"womersley";"2633679"
"79";"5455254";"Womenswold";"womenswold";"2633680"
"79";"5455255";"Wombwell";"wombwell";"8593757"
"79";"5455256";"Wombridge";"wombridge";"2641130"
"79";"5455257";"Wombourn";"wombourn";"2635112"
"79";"5455258";"Wolviston";"wolviston";"2633684"
"79";"5455259";"Wolvey";"wolvey";"2633685"
"79";"5455260";"Wolvesnewton";"wolvesnewton";"2633686"
"79";"5455261";"Wolverton";"wolverton";"10104836"
"79";"5455262";"Wolverton";"wolverton";"11550987"
"79";"5455263";"Wolverton";"wolverton";"11592607"
"79";"5455264";"Wolverley";"wolverley";"2633690"
"79";"5455265";"Wolverhampton";"wolverhampton";"11551140"
"79";"5455266";"Wolston";"wolston";"2633692"
"79";"5455267";"Wolstanton";"wolstanton";"12123208"
"79";"5455268";"Wolsingham";"wolsingham";"2649379"
"79";"5455269";"Wollaston";"wollaston";"11807695"
"79";"5455270";"Wollaston";"wollaston";"2657361"
"79";"5455271";"Wollaston";"wollaston";"11887919"
"79";"5455272";"Great Wolford";"great wolford";"2633699"
"79";"5455273";"Wolfhamcote";"wolfhamcote";"7288003"
"79";"5455274";"Wolferton";"wolferton";"2638559"
"79";"5455275";"Wolfelee";"wolfelee";"11592441"
"79";"5455276";"Wold Newton";"wold newton";"12225594"
"79";"5455277";"Wold Newton";"wold newton";"11550770"
"79";"5455278";"Woldingham";"woldingham";"2633707"
"79";"5455279";"Wokingham";"wokingham";"2633708"
"79";"5455280";"Woking";"woking";"10104055"
"79";"5455281";"Woburn Sands";"woburn sands";"2633710"
"79";"5455282";"Woburn";"woburn";"2633712"
"79";"5455283";"Wixford";"wixford";"2633714"
"79";"5455284";"Wix";"wix";"2633715"
"79";"5455285";"Wiveton";"wiveton";"2633716"
"79";"5455286";"Wivenhoe";"wivenhoe";"2633717"
"79";"5455287";"Wivelsfield Green";"wivelsfield green";"2633719"
"79";"5455288";"Wivelsfield";"wivelsfield";"2633719"
"79";"5455289";"Wiveliscombe";"wiveliscombe";"3345364"
"79";"5455290";"Witton le Wear";"witton le wear";"2633721"
"79";"5455291";"Witton Gilbert";"witton gilbert";"2633723"
"79";"5455292";"Witton";"witton";"12076699"
"79";"5455293";"Witton";"witton";"2651823"
"79";"5455294";"Wittersham";"wittersham";"2633726"
"79";"5455295";"Wittering";"wittering";"2633727"
"79";"5455296";"Wittenham";"wittenham";"2643613"
"79";"5455297";"Witney";"witney";"2633729"
"79";"5455298";"Witnesham";"witnesham";"2633730"
"79";"5455299";"Witley";"witley";"9884575"
"79";"5455300";"Withypool";"withypool";"2647286"
"79";"5455301";"Withyham";"withyham";"10109479"
"79";"5455302";"Withycombe";"withycombe";"2633734"
"79";"5455303";"Withybrook";"withybrook";"2633735"
"79";"5455304";"Withnell";"withnell";"2654681"
"79";"5455305";"Withleigh";"withleigh";"10377784"
"79";"5455306";"Withington";"withington";"11807695"
"79";"5455307";"Withington";"withington";"10100289"
"79";"5455308";"Withington";"withington";"10377069"
"79";"5455309";"Withiel";"withiel";"2633741"
"79";"5455310";"Withersfield";"withersfield";"2633742"
"79";"5455311";"Withernwick";"withernwick";"2633743"
"79";"5455312";"Withernsea";"withernsea";"2633744"
"79";"5455313";"Witheridge";"witheridge";"2633745"
"79";"5455314";"Withcote";"withcote";"2633746"
"79";"5455315";"Withcall";"withcall";"2633747"
"79";"5455316";"Witham";"witham";"2633749"
"79";"5455317";"Witchingham";"witchingham";"2644617"
"79";"5455318";"Witchford";"witchford";"2633751"
"79";"5455319";"Witchampton";"witchampton";"2633752"
"79";"5455320";"Witcham";"witcham";"2633753"
"79";"5455321";"Wistow";"wistow";"11747245"
"79";"5455322";"Wistow";"wistow";"11902774"
"79";"5455323";"Wiston";"wiston";"11592276"
"79";"5455324";"Wiston";"wiston";"2645174"
"79";"5455325";"Wistaston";"wistaston";"2633758"
"79";"5455326";"Wistanstow";"wistanstow";"2646611"
"79";"5455327";"Wissington";"wissington";"2641850"
"79";"5455328";"Wissett";"wissett";"2633762"
"79";"5455329";"Wisley";"wisley";"2633763"
"79";"5455330";"Wishaw";"wishaw";"11592276"
"79";"5455331";"Wishaw";"wishaw";"12188582"
"79";"5455332";"Wisborough Green";"wisborough green";"2633767"
"79";"5455333";"Wisbech Saint Mary";"wisbech saint mary";"2647742"
"79";"5455334";"Wisbech";"wisbech";"2633771"
"79";"5455335";"Wirksworth";"wirksworth";"2633774"
"79";"5455336";"Winwick";"winwick";"11776733"
"79";"5455337";"Winwick";"winwick";"11902774"
"79";"5455338";"Wintringham";"wintringham";"2633777"
"79";"5455339";"Winton";"winton";"12225709"
"79";"5455340";"Winton";"winton";"11550746"
"79";"5455341";"Winthorpe";"winthorpe";"10345354"
"79";"5455342";"Winthorpe";"winthorpe";"11592592"
"79";"5455343";"Winterton";"winterton";"2633786"
"79";"5455344";"Winterton-on-Sea";"winterton-on-sea";"2633787"
"79";"5455345";"Winterslow";"winterslow";"2642572"
"79";"5455346";"Winteringham";"winteringham";"2633789"
"79";"5455347";"Winterbourne Stoke";"winterbourne stoke";"2633791"
"79";"5455348";"Winterbourne Monkton";"winterbourne monkton";"2633792"
"79";"5455349";"Winterbourne Gunner";"winterbourne gunner";"8063662"
"79";"5455350";"Winterbourne Earls";"winterbourne earls";"8063662"
"79";"5455351";"Winterbourne Dauntsey";"winterbourne dauntsey";"8063662"
"79";"5455352";"Winterbourne Bassett";"winterbourne bassett";"2633796"
"79";"5455353";"Winterbourne";"winterbourne";"11551032"
"79";"5455354";"Winterborne Stickland";"winterborne stickland";"2633798"
"79";"5455355";"Winterborne Steepleton";"winterborne steepleton";"2633799"
"79";"5455356";"Winterborne Monkton";"winterborne monkton";"2633800"
"79";"5455357";"Winterborne Kingston";"winterborne kingston";"2633801"
"79";"5455358";"Winterborne Abbas";"winterborne abbas";"8224217"
"79";"5455359";"Winston";"winston";"2633803"
"79";"5455360";"Winster";"winster";"12225709"
"79";"5455361";"Winster";"winster";"12233269"
"79";"5455362";"Winson";"winson";"2633807"
"79";"5455363";"Winslow";"winslow";"2633808"
"79";"5455364";"Winsham";"winsham";"2653161"
"79";"5455365";"Winsford";"winsford";"11592739"
"79";"5455366";"Winsford";"winsford";"11593305"
"79";"5455367";"Winnington";"winnington";"2641224"
"79";"5455368";"Winnersh";"winnersh";"2633814"
"79";"5455369";"Winmarleigh";"winmarleigh";"2633815"
"79";"5455370";"Winlaton";"winlaton";"11593302"
"79";"5455371";"Winksley";"winksley";"2633817"
"79";"5455372";"Winkleigh";"winkleigh";"2633818"
"79";"5455373";"Winkfield";"winkfield";"2633819"
"79";"5455374";"Wingrave";"wingrave";"2633820"
"79";"5455375";"Wingham";"wingham";"2633821"
"79";"5455376";"Wingfield";"wingfield";"12188581"
"79";"5455377";"Wingfield";"wingfield";"11593300"
"79";"5455378";"Wingerworth";"wingerworth";"2633824"
"79";"5455379";"Wingates";"wingates";"2633825"
"79";"5455380";"Wingate";"wingate";"2633827"
"79";"5455381";"Wing";"wing";"2656910"
"79";"5455382";"Wing";"wing";"11593318"
"79";"5455383";"Winfrith Newburgh";"winfrith newburgh";"8299777"
"79";"5455384";"Winforton";"winforton";"2633909"
"79";"5455385";"Winford";"winford";"2633834"
"79";"5455386";"Winfarthing";"winfarthing";"2633835"
"79";"5455387";"Winestead";"winestead";"2640571"
"79";"5455388";"Windsor";"windsor";"8531878"
"79";"5455389";"Windsor";"windsor";"12188582"
"79";"5455390";"Windrush";"windrush";"2633844"
"79";"5455391";"Windley";"windley";"2633847"
"79";"5455392";"Windlesham";"windlesham";"7116406"
"79";"5455393";"Windermere";"windermere";"6694817"
"79";"5455394";"Winder";"winder";"2657074"
"79";"5455395";"Wincobank";"wincobank";"2654709"
"79";"5455396";"Winchmore Hill";"winchmore hill";"12048282"
"79";"5455397";"Winchfield";"winchfield";"2633857"
"79";"5455398";"Winchester";"winchester";"2652491"
"79";"5455399";"Winchelsea";"winchelsea";"6301907"
"79";"5455400";"Winchcombe";"winchcombe";"2633860"
"79";"5455401";"Wincanton";"wincanton";"2633861"
"79";"5455402";"Wimborne St Giles";"wimborne st giles";"2633862"
"79";"5455403";"Wimborne Minster";"wimborne minster";"11071869"
"79";"5455404";"Wimblington";"wimblington";"2633864"
"79";"5455405";"Wimbledon";"wimbledon";"12048377"
"79";"5455406";"Wimbish";"wimbish";"2633867"
"79";"5455407";"Wilton";"wilton";"11592441"
"79";"5455408";"Wilton";"wilton";"6640029"
"79";"5455409";"Wilton";"wilton";"10100289"
"79";"5455410";"Wilton";"wilton";"11593300"
"79";"5455411";"Wilton";"wilton";"11593305"
"79";"5455412";"Wilsthorpe";"wilsthorpe";"2648104"
"79";"5455413";"Wilsontown";"wilsontown";"11669640"
"79";"5455414";"Wilstead";"wilstead";"11888088"
"79";"5455415";"Wilsford";"wilsford";"11593300"
"79";"5455416";"Wilsden";"wilsden";"2633880"
"79";"5455417";"Wilpshire";"wilpshire";"2633881"
"79";"5455418";"Wilnecote";"wilnecote";"2648586"
"79";"5455419";"Wilmslow";"wilmslow";"2657546"
"79";"5455420";"Wilmington";"wilmington";"12225478"
"79";"5455421";"Wilmington";"wilmington";"11550748"
"79";"5455422";"Wilmcote";"wilmcote";"2633887"
"79";"5455423";"Willstone";"willstone";"2633888"
"79";"5455424";"Willoughton";"willoughton";"2633890"
"79";"5455425";"Willoughby on the Wolds";"willoughby on the wolds";"2633891"
"79";"5455426";"Willoughby";"willoughby";"10345354"
"79";"5455427";"Willoughby";"willoughby";"10104836"
"79";"5455428";"Williton";"williton";"2633894"
"79";"5455429";"Willington Quay";"willington quay";"11983853"
"79";"5455430";"Willington";"willington";"11593308"
"79";"5455431";"Willington";"willington";"12233269"
"79";"5455432";"Willington";"willington";"11790590"
"79";"5455433";"Willingham";"willingham";"10345354"
"79";"5455434";"Willingham";"willingham";"11902774"
"79";"5455435";"Willingdon";"willingdon";"2645958"
"79";"5455436";"Willingale Doe";"willingale doe";"9884702"
"79";"5455437";"Wilford";"wilford";"11863042"
"79";"5455438";"Willey";"willey";"11807695"
"79";"5455439";"Willey";"willey";"10104836"
"79";"5455440";"Willesden Green";"willesden green";"12048118"
"79";"5455441";"Willesden";"willesden";"12048118"
"79";"5455442";"Willesborough";"willesborough";"9409562"
"79";"5455443";"Willersley";"willersley";"2633909"
"79";"5455444";"Willerby";"willerby";"11747245"
"79";"5455445";"Willerby";"willerby";"12225594"
"79";"5455446";"Willenhall";"willenhall";"11551131"
"79";"5455447";"Willen";"willen";"2633913"
"79";"5455448";"Willaston";"willaston";"11592739"
"79";"5455449";"Willaston";"willaston";"11593298"
"79";"5455450";"Willand";"willand";"2633916"
"79";"5455451";"Wilden";"wilden";"2633917"
"79";"5455452";"Wilcott";"wilcott";"9884054"
"79";"5455453";"Wilcote";"wilcote";"2641315"
"79";"5455454";"Wilcot";"wilcot";"2633921"
"79";"5455455";"Wilby";"wilby";"12253626"
"79";"5455456";"Wilby";"wilby";"12188581"
"79";"5455457";"Wilby";"wilby";"11887919"
"79";"5455458";"Wilburton";"wilburton";"2633925"
"79";"5455459";"Wilberfoss";"wilberfoss";"2633926"
"79";"5455460";"Wilbarston";"wilbarston";"2633927"
"79";"5455461";"Wigtown";"wigtown";"11704118"
"79";"5455462";"Wigton";"wigton";"2633933"
"79";"5455463";"Wigtoft";"wigtoft";"2633934"
"79";"5455464";"Wigston Parva";"wigston parva";"2633935"
"79";"5455465";"Wigston Magna";"wigston magna";"7302141"
"79";"5455466";"Wigmore";"wigmore";"2633937"
"79";"5455467";"Wighton";"wighton";"2633938"
"79";"5455468";"Wiggonby";"wiggonby";"2657630"
"79";"5455469";"Wigglesworth";"wigglesworth";"2633941"
"79";"5455470";"Wigginton";"wigginton";"12105022"
"79";"5455471";"Wigginton";"wigginton";"11919597"
"79";"5455472";"Wigginton";"wigginton";"11592767"
"79";"5455473";"Wigginton";"wigginton";"12047678"
"79";"5455474";"Wiggenhall St Peter";"wiggenhall st peter";"2633947"
"79";"5455475";"Wiggenhall Saint Germans";"wiggenhall saint germans";"2633947"
"79";"5455476";"Wigan";"wigan";"11593086"
"79";"5455477";"Wield";"wield";"2633950"
"79";"5455478";"Widworthy";"widworthy";"2633951"
"79";"5455479";"Widows Row";"widows row";"11496496"
"79";"5455480";"Widnes";"widnes";"2638960"
"79";"5455481";"Widmerpool";"widmerpool";"2633955"
"79";"5455482";"Widford";"widford";"12047678"
"79";"5455483";"Widford";"widford";"12225302"
"79";"5455484";"Widecombe in the Moor";"widecombe in the moor";"2633961"
"79";"5455485";"Widdrington";"widdrington";"2633962"
"79";"5455486";"Widdington";"widdington";"2633963"
"79";"5455487";"Wickwar";"wickwar";"2633966"
"79";"5455488";"Wick Saint Lawrence";"wick saint lawrence";"2633968"
"79";"5455489";"Wickhampton";"wickhampton";"2649080"
"79";"5455490";"Wickham Market";"wickham market";"2633971"
"79";"5455491";"Wickhambrook";"wickhambrook";"2633972"
"79";"5455492";"Wickham Bishops";"wickham bishops";"2633973"
"79";"5455493";"Wickham";"wickham";"11551032"
"79";"5455494";"Wickham";"wickham";"11592607"
"79";"5455495";"Wickford";"wickford";"2656194"
"79";"5455496";"Wickersley";"wickersley";"2633977"
"79";"5455497";"Wickenby";"wickenby";"2633978"
"79";"5455498";"Wicken Bonhunt";"wicken bonhunt";"2633979"
"79";"5455499";"Wicken";"wicken";"11902774"
"79";"5455500";"Wicken";"wicken";"11887919"
"79";"5455501";"Wick";"wick";"12196311"
"79";"5455502";"Wick";"wick";"9884138"
"79";"5455503";"Wick";"wick";"6693205"
"79";"5455504";"Wick";"wick";"3345298"
"79";"5455505";"Wick";"wick";"10377324"
"79";"5455506";"Wychnor";"wychnor";"2633987"
"79";"5455507";"Wichling";"wichling";"7648437"
"79";"5455508";"Wibtoft";"wibtoft";"2652912"
"79";"5455509";"Wibsey";"wibsey";"2650838"
"79";"5455510";"Whyteleafe";"whyteleafe";"2633993"
